film_ref	sm_comm	tfidf_comm	sm_comm_size	tfidf_comm_size	type	betweenness	description
(filmRef)8513	305	37	3	3	Type 1  structure > vocab	0.0	fiction; educational Credits: [Cast Eric Phee Jamie Aubrey Steven Lawrie Sam Preston Craig Frize Andy Campbell Jamie Hanley William Maloney Jie Murdoch] [Note:- the nature of the project meant participants shared roles throughout the process]. Scatter is a film by young people who have had direct experience with gangfighting and chose to use it as the basis of their film.
(filmRef)9127	560	14	2	141	Type 2  vocab > structure	0.0	"fiction; experimental Director, Gillian Steel. Credits: camera Louise Crawford asst. camera Graham Johnstone visual effects Adam Gill sd. Mike Kelly mix Philip Crean cast Morag Niellson voice Shona Price botanical illustrator Jonah Homes-Grant ed. Lindy Cameron special thanks Technicolor Laboratories, Derek Gibson of Videamus, Kevin Hobbs, Tron Theatre, Professor Winfield, Barry McGhee, Street Level Gallery, cast &amp; crew. An experimental film in the form of a riddle by artist Gillian Steel. SHOTLIST: Explanatory notes from interview footage with director Gillian Steel [see also ref {8090}] Discusses: ""I wanted to make a film about how something subtle in the environment can effect a physical change in the body and in turn affect the way that we feel &amp; act"". The character wants to escape from that particular element, sometimes hallucinating, and growing eccentric. She wanted the film to have a particular pulse, loop, external rhythms in the world can affect our lives - for example Winter and it's short days against the frantic energy of Spring returning. The film is a riddle, with the central character giving clues. The answer to the riddle is given at end of film when the word 'light' is spoken and the light goes out. The film features the ordinary mixed with the bizarre so animation techniques are used, time lapse and masks on film without the use of hi-tech equipment. Film-maker physically applied the look to the film, hand treated about 2000 frames. She liked having a restricted amount of money and basic equipment - to push this to the limit, getting something from very little. Favourite bit of film? Where she is floating in water supposedly in control and has light reflecting on palm of her hand."
(filmRef)9850	561	39	2	2	Type 1  structure > vocab	0.0	non-fiction Members of the Royal family inspect the ranks of veterans of the Royal Flying Corps and Royal Naval Air Service at the Palace of Holyroodhouse. SHOTLIST: veterans of the Royal Flying Corps and Royal Naval Air Service parade at Palace of Holyroodhouse - ranks inspected by the Queen, Prince Philip and Princess Anne
(filmRef)9851	561	39	2	2	Type 1  structure > vocab	0.0	non-fiction Members of the Royal family inspect the ranks of veterans of the Royal Flying Corps and Royal Naval Air Service at the Palace of Holyroodhouse. SHOTLIST: veterans of the Royal Flying Corps and Royal Naval Air Service parade at Palace of Holyroodhouse - ranks inspected by the Queen, Prince Philip and Princess Anne
(filmRef)9934	562	40	2	2	Type 1  structure > vocab	0.0	Credits: [Orchestra - Junior Falkirk Schools Traditional Band. The recording was made by students (Danny Trotter, Maison Stephens and Krzysztov Domanski) from Forth Valley College (Stirling) supported (and mixed) by their tutor Ian Fairclough]. Music recorded to accompany the film HOW NOT TO BATH A BABY (Ref 4286) by Junior Falkirk School Traditional Band.
(filmRef)9935	562	40	2	2	Type 1  structure > vocab	0.0	Credits: [Orchestra - Senior Falkirk Schools Traditional Band. The recording was made by students (Danny Trotter, Maison Stephens and Krzysztov Domanski) from Forth Valley College (Stirling) supported (and mixed) by their tutor Ian Fairclough]. Music recorded to accompany the film WINTER IN SCOTLAND (Ref 2479) by Intermediate Falkirk School Traditional Band.
(filmRef)9979	563	2	2	415	Type 2  vocab > structure	0.0	non-fiction; industrial Producer, Electric Picture Machine (EPM). Description of the processes carried out at the British Steel Clydesdale Works, Mossend, Bellshill. See also ref. 9980. SHOTLIST: Description of the processes carried out at the British Steel Clydesdale Works, Mossend, Bellshill. Gv's of equipment. C/u of equipment in operation. Commentary provides a very detailed and technical explanation of the processes as well as specifications of machinery.
(filmRef)9980	563	2	2	415	Type 2  vocab > structure	0.0	non-fiction; industrial Producer, Electric Picture Machine (EPM). Description of the processes carried out at the British Steel Clydesdale Works, Mossend, Bellshill. See also ref. 9979. SHOTLIST: Description of the processes carried out at the British Steel Clydesdale Works , Mossend, Bellshill. Gv's of equipment. C/u of equipment in operation. Commentary provides a very detailed and technical explanation of the processes as well as specifications of machinery.
(filmRef)N0013	4	2	93	415	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. Shots of Tayside houses, general views Michelin Factory. SHOTLIST: Shots of Tayside houses, gvs of Michelin Factory.
(filmRef)N0057	306	2	3	415	Type 2  vocab > structure	0.0	non-fiction; animation television educational television arts children's Producer, Quin Films. Credits: sc. Padraig O Siochru puppet series created by Jimmy Quin music Christy Killeen sd. Pat Hayes ed. Jan Stapleton copyright Quin Films, 1978. Gaelic puppet animation for children, based around the theme of homework. SHOTLIST: credits (0.30) Gaelic puppet animation for children, based around the theme of homework (6.45) ecs (7.03)
(filmRef)N0058	306	2	3	415	Type 2  vocab > structure	0.0	non-fiction; television educational children's animation Producer, Quin Films. Credits: sc. Padraig O Siochru puppet series created by Jimmy Quin music Christy Killeen sd. Pat Hayes ed. Jan Stapleton copyright Quin Films, 1978. Gaelic puppet animation for children, depicting the making of scarecrow. SHOTLIST: credits (0.30) Gaelic puppet animation for children, depicting the making of scarecrow (6.45) ecs (7.03)
(filmRef)N0059	306	2	3	415	Type 2  vocab > structure	0.0	non-fiction; television educational children's animation Producer, Quin Films. Credits: sc. Padraig O Siochru puppet series created by Jimmy Quin music Christy Killeen sd. Pat Hayes ed. Jan Stapleton copyright Quin Films, 1978. Gaelic puppet animation for children. Depicts a child falling down a quarry and subsequent rescue. SHOTLIST: credits (0.29) Gaelic puppet animation for children. Depicts a child falling down a quarry and subsequent rescue (6.45) ecs (7.02)
(filmRef)N0085	564	29	2	677	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. Cross country motorbike race, outside Fort William. SHOTLIST: Gvs cross country motorbike race, outside Fort William (2.32)
(filmRef)N0150	565	2	2	415	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. Interview with Aberdeen footballer Bobby Clark. SHOTLIST: interview with Aberdeen footballer Bobby Clark (3.06)
(filmRef)N0718	571	2	2	415	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. Gvs the launching of HMS Orkney from an Aberdeen shipyard. SHOTLIST: [mute] Gvs the launching of HMS Orkney from an Aberdeen shipyard (2.52)
(filmRef)N0178	4	2	93	415	Type 2  vocab > structure	0.0	non-fiction; television news Producer, Grampian Television. Shots of Bobby George playing darts. Interview with Bobby George. SHOTLIST: Shots of Bobby George playing darts. Interview with Bobby George.
(filmRef)N0368	566	2	2	415	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. football match - Raith Rovers at home to Aberdeen. SHOTLIST: football match - Raith Rovers at home to Aberdeen (4.29)
(filmRef)N0382	566	2	2	415	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. football match - Raith Rovers at home to Aberdeen. SHOTLIST: football match - Raith Rovers at home to Aberdeen (6.22)
(filmRef)N0393	307	2	3	415	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. Cyclists training and being interviewed. SHOTLIST: Cyclists training and being interviewed.
(filmRef)N0404	307	2	3	415	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. A man being interviewed about the laws surrounding meat pies and sausages. SHOTLIST: A man being interviewed about the laws surrounding meat pies and sausages (1.30).
(filmRef)N0412	564	29	2	677	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. General views around Ballachulish village, near Fort William. SHOTLIST: gvss around Ballachulish village, near Fort William (2.20)
(filmRef)N0457	567	48	2	2	Type 1  structure > vocab	0.0	non-fiction; television arts Producer, Grampian Television. Credits: [reporter Moultrie R. Kelsall]. McIntosh Patrick painting a watercolour landscape, outdoors, while chatting to Moultrie Kelsall. SHOTLIST: Gvs McIntosh Patrick painting a watercolour landscape, outdoors, while chatting to the reporter (4.49)
(filmRef)N0458	567	48	2	2	Type 1  structure > vocab	0.0	non-fiction; television arts Producer, Grampian Television. Credits: [reporter Moultrie R. Kelsall]. McIntosh Patrick painting a watercolour landscape, outdoors, while chatting to the reporter. SHOTLIST: Gvs McIntosh Patrick painting a watercolour landscape, outdoors, while chatting to the reporter (4.40)
(filmRef)N0511	565	16	2	752	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. Interview with Joe Harper, manager of Peterhead football team. SHOTLIST: no credits, Interview with Joe Harper the manager of Peterhead football team.(2.34)
(filmRef)N0529	4	2	93	415	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. Gvs hang-gliding over highland mountains. SHOTLIST: Gvs hang-gliding over highland mountains (2.35)
(filmRef)N0588	568	2	2	415	Type 2  vocab > structure	0.0	non-fiction; television news Producer, Grampian Television. General views of Peterhead streets and buildings, mostly in state of disrepair. SHOTLIST: gvs derelict buildings around Peterhead, street scenes (4.10)
(filmRef)N0590	568	2	2	415	Type 2  vocab > structure	0.0	non-fiction Producer, Grampian Television. General views around Dundee. Featuring shops, streets and notable buildings. SHOTLIST: gvs streets, shops and buildings around Dundee (3.17)
(filmRef)N0659	569	29	2	677	Type 2  vocab > structure	0.0	non-fiction; television news Producer, Grampian Television. Interview with Mr Francis Pym of the Conservative Party, regarding the issue of devolution. SHOTLIST: interview with Mr. Pym of the Conservative Party, regarding the issue of devolution (6.15)
(filmRef)N0673	570	9	2	412	Type 2  vocab > structure	0.0	non-fiction; television arts television news Producer, Grampian Television. Interview with John Martyn the folk singer about his influences. SHOTLIST: Interview with John Martyn the folk singer about his influences (1.34)
(filmRef)T1944	4	2	93	415	Type 2  vocab > structure	0.0	non-fiction Producer, STV. See shotlist below. SHOTLIST: Visuals of the partly submerged Polaris submarine (0.38) [Shotlisted at 24 fps]
(filmRef)T1954	4	2	93	415	Type 2  vocab > structure	0.0	non-fiction Producer, STV. See shotlist below. SHOTLIST: Visuals of a steel forge in action (0.25)
(filmRef)T1992	4	2	93	415	Type 2  vocab > structure	0.0	non-fiction Producer, STV. See shotlist below. SHOTLIST: Visuals of the collapsed road as men from the Corporation examine the destruction (resembles the type of crack in the earth left by an earthquake)(0.31) Trims and wildtrack. [Shotlisted at 24 fps]
(filmRef)UCS0141	36	2	25	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co. for British Tanker Co. Ltd. Naming and launching ceremony for the S.S. BRITISH SAILOR Ship No. 677, by Lady Fraser. SHOTLIST: Built and engined by John Brown &amp; Co. for British Tanker Co. Ltd. 17th-18th Dec. 1952 Naming and launching ceremony by Lady Fraser. Serial No. 8/4
(filmRef)UCS0084	583	2	2	415	Type 2  vocab > structure	0.0	non-fiction Experiments in waves. SHOTLIST: Experiments in waves. 22th May 1959 Model 737 (Ship No. 703) Model 766 (Ship No. 715) Model 765 (Ship No. 715) Serial No. 13/9 SRO No. series 119/181 - 119/186
(filmRef)UCS0085	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction Tests in waves. SHOTLIST: April 1930 Model 458. Record of tests in waves. Serial No. 1/10 SRO No. series 119/15 - 119/23
(filmRef)UCS0088	36	2	25	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co. for Federal Steam Navigation Co. Ltd. Launch and views of ship on trial off Skelmorlie. SHOTLIST: Built and engined by John Brown &amp; Co. for Federal Steam Navigation Co. Ltd. 7th Oct. 1947 Launch by Mrs. H. Davidson. 29th Apr. 1949 Views of ship on trial off Skelmorlie. Serial No. 5/1 SRO No. 119/68
(filmRef)UCS0093	128	2	6	415	Type 2  vocab > structure	0.0	non-fiction Twin-screw passenger liner. Leaving the yard and views of the ship during trials. SHOTLIST: Twin-screw passenger liner. 13th Dec. 1949 Leaving the yard. 15th Dec .1949 Views of the ship during trials. Serial No. 5/4 SRO No. series incl. 119/80 - 119/83, 119/73, 119/74, 119/79
(filmRef)UCS0094	36	2	25	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co. for Vestfold Corporation of Panama. Launching ceremony and views of ship during preliminary trials. SHOTLIST: Built and engined by John Brown &amp; Co. for Vestfold Corporation of Panama. 26th Jul. 1949 Launching ceremony performed by Mrs. Harry B. Lake of New York. 27th Dec. 1949 Views of ship during preliminary trials. Serial No. 5/5 SRO No. series 119/84 - 119/85
(filmRef)UCS0104	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction June- July 1946 Sequences of ship trials. SHOTLIST: June- July 1946 Sequences of ship trials. Serial No. 4/4 SRO No. 119/185
(filmRef)UCS0107	309	2	3	415	Type 2  vocab > structure	0.0	non-fiction; technical 26th Sept. 1934. Banking camera record of the launch of the Queen Mary, Ship No. 534. SHOTLIST: 26th Sept 1934 Banking camera record of the launch of the Queen Mary, Ship No. 534 [underexposed] (1.54) SRO No. series 119/15 - 119/23
(filmRef)UCS0109	309	2	3	415	Type 2  vocab > structure	0.0	"non-fiction; technical 26th Sept 1934. Record of the launch of the 'Queen Mary' from crane position (4"" lens). SHOTLIST: No credits. shot of launch. Lines of men pulling in ropes visible on deck (0.35) SRO No. series 119/15 - 119/23"
(filmRef)UCS0114	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction; technical Alexander Stephens and Sons. c.1960 Launching SHOTLIST: Alexander Stephens and Sons. c.1960 Launching SRO No. 42/8
(filmRef)UCS0121	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction Shots of yard from the river SHOTLIST: 1955 Shots of yard from the river, taken by Mr. Mackay. SRO No. 119/173
(filmRef)UCS0123	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction Blue Star Liner. 6th May 1927 On trials SHOTLIST: Blue Star Liner. 6th May 1927 On trials (dirty print) SRO No. 119/2
(filmRef)UCS0129	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction Shots of vessel in early stages of production. SHOTLIST: Shots of vessel in early stages of production. SRO No. 119/128
(filmRef)UCS0133	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction 24th Jun 1948 Arrival of launch party. SHOTLIST: 24th Jun 1948 Arrival of launch party. SRO No. series 119/69 - 119/74
(filmRef)UCS0136	36	2	25	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co. for Charter Shipping Co. Ltd. Launch. SHOTLIST: Built and engined by John Brown &amp; Co. for Charter Shipping Co. Ltd. 14th Jan. 1960 Launching by Lady McNeill. SRO No. 119/109
(filmRef)UCS0145	11	2	59	415	Type 2  vocab > structure	0.0	"non-fiction; technical Shots of the vessel ""NAHLIN Ship No. 533"". SHOTLIST: Shots of the vessel (NAHLIN Ship No. 533) SRO No. 119/14"
(filmRef)UCS0081	580	2	2	415	Type 2  vocab > structure	0.0	non-fiction; technical A twin screw cadet training ship built and engined by John Brown &amp; Co. for New Zealand Shipping Corporation. Launching ceremony and during trials. SHOTLIST: A twin screw cadet training ship built and engined by John Brown &amp; Co. for New Zealand Shipping Corporation. 9th Dec. 1957 Launching ceremony performed by Lady Sneddon. 10th Apr. 1958 During trials. Serial No. 12/10, 12/11 SRO No. 119/163
(filmRef)UCS0150	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction Views of ship on trials. Shots of ALGOL in dock. SHOTLIST: 1951 Views of ship on trials. Shots of ALGOL in dock. SRO No. 119/100
(filmRef)UCS0153	584	2	2	415	Type 2  vocab > structure	0.0	non-fiction; technical Credits: [staff photographer]. 31st May 1939 Launch from Rothesay Dock. SHOTLIST: 31st May 1939 Launch of 'HMS Fiji' from Rothesay Dock. Vessel only. SRO No. series 119/46 - 119/47
(filmRef)UCS0154	584	2	2	415	Type 2  vocab > structure	0.0	non-fiction; technical Credits: [staff photographer]. 31st May 1939 Launch - platform party only. SHOTLIST: 31st May 1939 Launch from Rothesay Dock [H.M.S. FIJI Ship No. 558]. Vessel only. SRO No. series 119/46 - 119/47
(filmRef)UCS0159	585	2	2	415	Type 2  vocab > structure	0.0	non-fiction Argentinian Destroyer. June 1937 Preparations for launch. SHOTLIST: Argentinian Destroyer. June 1937 Preparations for launch. SRO No. 119/30
(filmRef)UCS0160	585	2	2	415	Type 2  vocab > structure	0.0	non-fiction Argentinian Destroyer. 24th Aug. 1937 Launch film. SHOTLIST: Argentinian Destroyer. 24th Aug. 1937 Launch film. SRO No. 119/31
(filmRef)UCS0161	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction 7th Nov. 1947 Launch. SHOTLIST: 7th Nov. 1947 Launch (underexposed) SRO No. 119/65
(filmRef)UCS0163	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction 30th Oct. 1947 Launch SHOTLIST: 30th Oct. 1947 Launch - different angle. SRO No. 119/63
(filmRef)UCS0164	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction Sep. 1947 Bow anchor mock up tests. SHOTLIST: Sep. 1947 Bow anchor mock up tests. SRO No. 119/64
(filmRef)UCS0178	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction Shots of launch of vessel SHOTLIST: (Possibly Lobnitz dredger) 1964 Shots of launch of vessel (underexposed). SRO No. series 42/9 - 42/11
(filmRef)UCS0190	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction [filmed by J. George]. Built by Alexander Stephens &amp; Sons. Launch. SHOTLIST: Built by Alexander Stephens &amp; Sons. 9th Oct. 1967 Launch by Lady Porritt. SRO No. 42/12
(filmRef)UCS0192	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction Shots of construction work. SHOTLIST: c.1964 Shots of construction work. SRO No. 42/25
(filmRef)UCS0194	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction Several tests of trigger in Stephen's yard. SHOTLIST: Several tests of trigger in Stephen's yard. SRO No. 42/21
(filmRef)UCS0202	586	2	2	415	Type 2  vocab > structure	0.0	non-fiction Shots of construction of dredge in Stephen's yard, possibly BANKA. SHOTLIST: c.1964 Shots of construction of dredge in Stephen's yard, possibly BANKA. (Trims also)
(filmRef)UCS0203	586	2	2	415	Type 2  vocab > structure	0.0	non-fiction Shots of construction of vessel in Stephen's yard, possibly BANKA. SHOTLIST: c.1964 Shots of construction of vessel in Stephen's yard, possibly BANKA.
(filmRef)UCS0083	583	2	2	415	Type 2  vocab > structure	0.0	non-fiction Experiments in waves. SHOTLIST: Experiments in waves. 23rd Apr. 1959 Model 737 (Ship No. 703) Model 761 (Ship No. 715) Model 763 (Ship No. 715) Serial No. 13/8 SRO No. series 119/181 - 119/186
(filmRef)UCS0080	36	2	25	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co. for the Federal Steam Navigation Co. Ltd. Launching ceremony and vessel leaving yard and during trials. SHOTLIST: Built and engined by John Brown &amp; Co. for the Federal Steam Navigation Co. Ltd. 11th Sep. 1958 Launching ceremony performed by Lady Geddes. 27th Dec. 1958 Leaving the yard and during trials. Serial No. 13/2 SRO No. 119/160
(filmRef)UCS0008	126	2	6	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co (Clydebank) Ltd for the Alvion Steamship Corporation. Launching ceremony and views of ship during trials on the Firth of Clyde. SHOTLIST: Built and engined by John Brown &amp; Co (Clydebank) Ltd for the Alvion Steamship Corporation. 13th Mar. 1952 Launching ceremony performed by Mrs. V. Idelson. 20th May 1952 Views of ship during trials on the Firth of Clyde (slightly over exposed and dirty). Serial No. 7/3 SRO No. 119/101
(filmRef)UCS0038	579	2	2	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co. for Clan Line Steamers Ltd. Launching ceremony and views of the ship during trials. SHOTLIST: Built and engined by John Brown &amp; Co. for Clan Line Steamers Ltd. 19th Jul. 1952 Launching ceremony performed by Dowager Countess Jellicoe. 22nd Nov. 1952 Views of the ship during trials. (last section in colour) Serial No. 6/12 SRO No. 119/98
(filmRef)UCS0009	126	2	6	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co (Clydebank) Ltd. for the Alvion Steamship Corporation. Launching ceremony and views of ship during trials in the Firth of Clyde. SHOTLIST: Built and engined by John Brown &amp; Co (Clydebank) Ltd. for the Alvion Steamship Corporation. 18th Oct. 1951 Launching ceremony performed by Mrs. J.M. McNeill. 24th Jan. 1952 Views of ship during trials in the Firth of Clyde (over exposed). Serial No.7/2 SRO No. 119/96
(filmRef)UCS0011	578	2	2	415	Type 2  vocab > structure	0.0	non-fiction Peninsular and Oriental Line. Record of wind tunnel tests Numbers 1-16. SHOTLIST: Peninsular and Oriental Line 17th April 1952 Record of wind tunnel tests Numbers 1-16. Serial No. 7/6 SRO No. 119/78
(filmRef)UCS0012	578	2	2	415	Type 2  vocab > structure	0.0	non-fiction Peninsular and Oriental vessel. Record of wind tunnel tests numbers 17-36. SHOTLIST: Peninsular and Oriental vessel. 12th May 1952 Record of wind tunnel tests numbers 17-36. Serial No. 7/7 SRO No. 119/107
(filmRef)UCS0013	36	2	25	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co (Clydeside) Ltd, for the Peninsular and Oriental Steam Navigation Co. Launching ceremony at Clydebank. SHOTLIST: Built and engined by John Brown &amp; Co (Clydeside) Ltd, for the Peninsular and Oriental Steam Navigation Co. 14th May 1953 Launching ceremony at Clydebank by Mrs. Donald Anderson. Serial No. 8/12 SRO No. 119/111
(filmRef)UCS0014	126	2	6	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co (Clydebank) Ltd, for the Blue Star Line Ltd. Launching ceremony and views of ship in Firth of Clyde during trials. SHOTLIST: Built and engined by John Brown &amp; Co (Clydebank) Ltd, for the Blue Star Line Ltd. 7th May 1952 Launching ceremony performed by Mrs. Margaret Viesty (shots of M.T. Algol) 29th August 1952 Views of ship in Firth of Clyde during trials. Serial No. 7/4 SRO No. 119/102
(filmRef)UCS0017	36	2	25	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co (Clydebank) Ltd, for British Tanker Co. Ltd. Launching ceremony performed by HRH Princess Alexandra of Kent at Clydebank. SHOTLIST: Built and engined by John Brown &amp; Co (Clydebank) Ltd, for British Tanker Co. Ltd. 30th June 1954 Launching ceremony performed by HRH Princess Alexandra of Kent at Clydebank. 25th/26th Oct. 1954 Views of ship during trials in the Firth of Clyde. Serial No. 10/1 SRO No. 119/120
(filmRef)UCS0022	128	2	6	415	Type 2  vocab > structure	0.0	non-fiction Views of ship during trials in the Firth of Clyde. SHOTLIST: 8th Jan. 1957 Views of ship during trials in the Firth of Clyde. Serial No. 10/12 SRO No. series 119/139 - 119/140
(filmRef)UCS0023	36	2	25	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co (Clydebank) Ltd for the B.P. Tanker Co. Ltd. Launched by Lady Kirkpatrick. SHOTLIST: Built and engined by John Brown &amp; Co (Clydebank) Ltd for the B.P. Tanker Co. Ltd. 10th Oct. 1956 Launched by Lady Kirkpatrick. SRO No. 119/141
(filmRef)UCS0026	123	2	6	415	Type 2  vocab > structure	0.0	non-fiction; technical Built and engined by John Brown &amp; Co. (Clydebank) Ltd. for British and Commonwealth Group. Launching ceremony and views of the ship during trials. SHOTLIST: Built and engined by John Brown &amp; Co. (Clydebank) Ltd. for British and Commonwealth Group. 20th Aug. 1959 Launching ceremony performed by Mrs. J.D. Elvish. 19th Nov. 1959 Views of the ship during trials. Serial No. 13/10, 13/11 SRO No. 119/165
(filmRef)UCS0027	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction Record of tests in waves. SHOTLIST: Feb. 1927 Record of tests in waves, Nos. 1-16. Serial No. 1/2 SRO No. 119/175
(filmRef)UCS0028	123	2	6	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co. Launching ceremony and views of ship leaving the yard and proceeding down river to carry out trials. SHOTLIST: Built and engined by John Brown &amp; Co. 14th Jun. 1950 Launching ceremony by Lady Denny 8th Feb. 1952 Views of ship leaving the yard and proceeding down river to carry out trials. Serial No. 6/2 SRO No. 119/59
(filmRef)UCS0030	36	2	25	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co. for Vestfold Corporation of Panama. Launching ceremony by Mrs Harry B. Lake of New York. SHOTLIST: Built and engined by John Brown &amp; Co. for Vestfold Corporation of Panama. 26th Jul. 1949 Launching ceremony by Mrs Harry B. Lake of New York. 27th Dec. 1949 Views of ship during trials. SRO No. series 119/84 - 119/85
(filmRef)UCS0032	123	2	6	415	Type 2  vocab > structure	0.0	non-fiction; technical Built and engined by John Brown &amp; Co. for Maritime Trading Corporation. Launch and views of ship leaving yard and during trials. SHOTLIST: Built and engined by John Brown &amp; Co. for Maritime Trading Corporation. 2nd May 1951 Launch without ceremony by Mr J. Rannie. 3rd Jul. 1951 Views of ship leaving yard and during trials. Serial No. 6/9 SRO No. 119/89
(filmRef)UCS0037	579	2	2	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co. for Clydewater Commercial Co. Ltd. Launching ceremony and views of the ship during trials. SHOTLIST: Built and engined by John Brown &amp; Co. for Clydewater Commercial Co. Ltd. 7th Jun. 1951 Launching ceremony performed by Mrs Alberto Ravano 19th Oct. 1951 Views of the ship during trials. Serial No. 6/10, 6/11 SRO No. 119/95
(filmRef)UCS0043	580	2	2	415	Type 2  vocab > structure	0.0	non-fiction Twin screw cadet training ship, built and engined by John Brown &amp; Co. for the New Zealand Shipping Co. Ltd. Launching ceremony and views of ship during trials. SHOTLIST: Twin screw cadet training ship, built and engined by John Brown &amp; Co. for the New Zealand Shipping Co. Ltd. 9th Dec. 1957 Launching ceremony performed by Lady Sneddon. 9th Apr. 1958 Leaving yard. 10th Apr. 1958 Views of ship during trials. SRO No. 119/162
(filmRef)UCS0079	582	2	2	415	Type 2  vocab > structure	0.0	non-fiction; technical Vessel during trials and a special visit to the ship. SHOTLIST: Trials film. 21st Apr. 1959 Leaving the yard. 28th Apr. 1959 Vessel during trials. 29th Apr. 1959 A special visit to the ship. Serial No. 13/6, 13/7 SRO No. series 119/157 - 119/158
(filmRef)UCS0051	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction Launching ceremony and views of vessel. SHOTLIST: 9th Jan 1936 Launching ceremony and views of vessel. Serial No. 2/10 SRO No. series 119/26 - 119/28
(filmRef)UCS0055	36	2	25	415	Type 2  vocab > structure	0.0	non-fiction Built and engined by John Brown &amp; Co. for Peninsular and Oriental Steam Navigation Co. Launch ceremony and views of ship during trials. SHOTLIST: Built and engined by John Brown &amp; Co. for Peninsular and Oriental Steam Navigation Co. 1st Feb. 1956 Launch ceremony performed by Miss Joan Denholm 25th Jun. 1956 Leaving yard to carry out trials. 27th Jun. 1956 Views of ship during trials. Serial No. 11/1 SRO No. 119/131
(filmRef)UCS0059	128	2	6	415	Type 2  vocab > structure	0.0	non-fiction View of ship leaving yard and during trials. SHOTLIST: 1st Feb. 1957 View of ship leaving yard 7th Feb. 1957 View of ship during trials Serial No. 11/7 SRO No. 119/143
(filmRef)UCS0061	581	2	2	415	Type 2  vocab > structure	0.0	non-fiction Speed trials off Arran. SHOTLIST: Trials film. 24th Oct. 1957 Views of ship leaving yard. 31st Oct. 1957 Views of ship during speed trials off Arran. 4th Nov. 1957 A day on board the ship. Serial No. 11/12
(filmRef)UCS0063	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction Feb. 1927 Record of tests in waves SHOTLIST: Feb. 1927 Record of tests in waves Serial No. 1/3 SRO No. 119/176
(filmRef)UCS0064	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction Feb. 1927 Record of tests in waves SHOTLIST: Feb. 1927 Record of tests in waves Serial No. 1/4 SRO No. 119/177
(filmRef)UCS0065	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction Apr. 1930 Record of tests in waves SHOTLIST: Apr. 1930 Record of tests in waves Serial No. 1/9 SRO No. 119/178
(filmRef)UCS0070	11	2	59	415	Type 2  vocab > structure	0.0	non-fiction 3rd Jun. 1952 Record of wind tunnel tests for designs. SHOTLIST: 3rd Jun. 1952 Record of wind tunnel tests for designs A, B and C Serial No. 7/8, 7/9, 7/10 SRO No. 119/109
